timestamp,servo1Angle,servo2Angle,targetAngle,velocityAngle,targetX,targetY,error,pidOutput
121.929662,0,0.134166673,2.1025033,0.450113058,-471.020447,800.765991,1.65239024,-16.130331
122.029657999999,0,0.129999995,2.10259581,0.556224346,-471.021606,800.598511,1.54637146,-15.6114874
122.129661999999,0,0.125833333,2.10303187,0.659101665,-471.441101,800.512695,1.44393015,-15.107275
122.229662,0,0.126666665,2.10303545,0.657513857,-471.444458,800.511841,1.44552159,-15.1992149
122.329662,0,0.127499998,2.10303545,0.656020463,-471.444458,800.511902,1.44701505,-15.2906799
122.429662,0,0.118333332,2.10378814,0.853630185,-471.866089,799.850342,1.25015795,-14.2343998
122.529662,0,0.115833335,2.10431814,0.91861397,-472.288757,799.597839,1.18570423,-13.9330444
122.629666,0,0.115833335,2.10484791,0.941856265,-472.713013,799.349243,1.16299164,-13.869545
122.729662,0,0.115000002,2.10503149,0.973309696,-472.716309,799.019409,1.13172174,-13.7552252
122.829666,0,0.109999999,2.10555363,1.08199227,-473.132446,798.770996,1.02356136,-13.1941566
122.929666,0,0.109999999,2.10555792,1.08385181,-473.13562,798.768921,1.0217061,-13.2420673
123.029666,0,0.110833332,2.10555792,1.08230531,-473.13562,798.768921,1.02325261,-13.309556
123.129666,0,0.0941666663,2.10647368,1.43338454,-473.542725,797.788818,0.673089147,-11.3418322
123.229665999999,0,0.0925000012,2.10661435,1.48128247,-473.543701,797.534912,0.625331879,-11.1040316
123.329666,0,0.0916666687,2.10679483,1.50129282,-473.542908,797.205505,0.605502009,-11.0251074
123.429666,0,0.0933333337,2.10706711,1.48129654,-473.543762,796.712769,0.625770569,-11.1770926
123.52967,0,0.0933333337,2.10725117,1.47570324,-473.54425,796.380127,0.631547928,-11.2463779
123.62967,0,0.0933333337,2.10747719,1.48669243,-473.543823,795.969727,0.62078476,-11.2202787
123.72967,0,0.0941666663,2.1074791,1.48682475,-473.543823,795.96637,0.620654345,-11.2550926
123.829669999999,0,0.0941666663,2.1074791,1.48670721,-473.543823,795.966309,0.620771885,-11.2913332
123.92967,0,0.0891666636,2.10805607,1.60062385,-473.538818,794.914062,0.507432222,-10.6710176
124.02967,0,0.0858333334,2.10823822,1.6628778,-473.536255,794.580566,0.445360422,-10.3408899
124.12967,0,0.0833333358,2.10841799,1.71953189,-473.533997,794.252136,0.388886094,-10.0395975
124.229674,0,0.0825000033,2.10859919,1.74333155,-473.532776,793.922729,0.365267634,-9.92520237
124.329674,0,0.0825000033,2.10860062,1.74422133,-473.532715,793.920044,0.364379287,-9.94099045
124.429673999999,0,0.0833333358,2.10860062,1.74519074,-473.532715,793.919983,0.363409877,-9.95625687
124.529682,0,0.0850000009,2.10914707,1.7091037,-473.533142,792.935547,0.400043368,-10.1890726
124.629677999999,0,0.0833333358,2.10937572,1.75402582,-473.531128,792.520447,0.355349898,-9.9533577
124.729674,0,0.0791666657,2.10920858,1.84260857,-473.106384,792.110229,0.266600013,-9.46013355
124.829678,0,0.075000003,2.10942936,1.92128789,-473.09967,791.701599,0.188141465,-9.02137852
124.929678,0,0.075000003,2.10943103,1.92305195,-473.099426,791.698364,0.186379075,-9.02196026
125.029678,0,0.075000003,2.10943103,1.92382896,-473.099365,791.698364,0.185602069,-9.02814198
125.129677999999,0,0.0641666651,2.10961771,2.14804935,-472.666321,790.638733,-0.0384316444,-7.74232244
125.229681999999,0,0.0608333349,2.10940337,2.22893524,-472.237549,790.305786,-0.11953187,-7.27080297
125.329682,0,0.0583333336,2.10962534,2.27947283,-472.231079,789.896851,-0.169847488,-6.97278452
125.429678,0,0.0566666685,2.10941505,2.30036545,-471.809509,789.56842,-0.190950394,-6.84093332
125.529682,0,0.0566666685,2.10941339,2.29972816,-471.806091,789.565796,-0.19031477,-6.83367062
125.629682,0,0.0566666685,2.10941339,2.30009294,-471.80603,789.565735,-0.19067955,-6.82065582
125.729681999999,0,0.0558333322,2.1092608,2.32020259,-470.95752,788.418823,-0.210941792,-6.6924758
125.829682,0,0.0524999984,2.10904455,2.38641906,-470.528931,788.088379,-0.277374506,-6.29595184
125.929682,0,0.0524999984,2.10904264,2.38715935,-470.525391,788.085938,-0.278116703,-6.27576494
126.029686,0,0.0524999984,2.10904264,2.38762951,-470.525391,788.085938,-0.278586864,-6.25710869
126.129693999999,0,0.0450000018,2.10835505,2.52625155,-469.261963,787.19873,-0.417896509,-5.43497944
126.229686,0,0.0416666679,2.10808563,2.59933949,-468.825684,786.949097,-0.491253853,-4.98652649
126.329685999999,0,0.038333334,2.10826087,2.66562366,-468.81897,786.62439,-0.557362795,-4.5758152
