pressureTimestamp,pressure,temperatureTimestamp,temperature
-0.982990000000427,100191.656,-0.997998000000734,54.1199989
-0.9679900000001,100190.875,-0.997998000000734,54.1199989
-0.951994000000923,100191.945,-0.997998000000734,54.1199989
-0.937990000000354,100187.562,-0.997998000000734,54.1199989
-0.922990000000027,100191.578,-0.997998000000734,54.1199989
-0.922990000000027,100191.578,-0.997998000000734,54.1199989
-0.891846000000442,100189.25,-0.907998000000589,54.1300011
-0.877990000000864,100191.273,-0.907998000000589,54.1300011
-0.862934000000678,100195.984,-0.907998000000589,54.1300011
-0.847990000000209,100191.648,-0.907998000000589,54.1300011
-0.832958000000872,100200.945,-0.907998000000589,54.1300011
-0.832958000000872,100200.945,-0.907998000000589,54.1300011
-0.802986000000601,100189.383,-0.817998000000443,54.1300011
-0.787986000000274,100193.062,-0.817998000000443,54.1300011
-0.771818000000167,100193.102,-0.817998000000443,54.1300011
-0.757986000000528,100194.555,-0.817998000000443,54.1300011
-0.742970000000241,100190.875,-0.817998000000443,54.1300011
-0.742970000000241,100190.875,-0.817998000000443,54.1300011
-0.712958000000071,100187.211,-0.727982000000338,54.1300011
-0.697986000000128,100191.18,-0.727982000000338,54.1300011
-0.682985999999801,100184.445,-0.727982000000338,54.1300011
-0.667986000000383,100192.625,-0.727982000000338,54.1300011
-0.651882000000114,100192.094,-0.727982000000338,54.1300011
-0.651882000000114,100192.094,-0.727982000000338,54.1300011
-0.62298600000031,100191.523,-0.637998000000152,54.1300011
-0.607986000000892,100190.367,-0.637998000000152,54.1300011
-0.592958000000181,100188.305,-0.637998000000152,54.1300011
-0.577986000000237,100194.336,-0.637998000000152,54.1300011
-0.562986000000819,100191.688,-0.637998000000152,54.1300011
-0.562986000000819,100191.688,-0.637998000000152,54.1300011
-0.531842000000324,100193.539,-0.547994000000472,54.1199989
-0.517986000000747,100188.867,-0.547994000000472,54.1199989
-0.502986000000419,100192.047,-0.547994000000472,54.1199989
-0.487986000000092,100191.18,-0.547994000000472,54.1199989
-0.47295800000029,100187.133,-0.547994000000472,54.1199989
-0.47295800000029,100187.133,-0.547994000000472,54.1199989
-0.442986000000019,100192.078,-0.457994000000326,54.1399994
-0.427974000000177,100192.695,-0.457994000000326,54.1399994
-0.411506000000372,100196.586,-0.457994000000326,54.1399994
-0.397969999999987,100193.977,-0.457994000000326,54.1399994
-0.382986000000528,100192.906,-0.457994000000326,54.1399994
-0.382986000000528,100192.906,-0.457994000000326,54.1399994
-0.351722000000336,100195.695,-0.367994000000181,54.1199989
-0.337986000000456,100187.68,-0.367994000000181,54.1199989
-0.322986000000128,100183.758,-0.367994000000181,54.1199989
-0.307985999999801,100190.945,-0.367994000000181,54.1199989
-0.291882000000442,100189.625,-0.367994000000181,54.1199989
-0.291882000000442,100189.625,-0.367994000000181,54.1199989
-0.262930000000779,100190.836,-0.277994000000035,54.1300011
-0.247950000000856,100191.828,-0.277994000000035,54.1300011
-0.232958000000508,100187.742,-0.277994000000035,54.1300011
-0.217985999999655,100191.703,-0.277994000000035,54.1300011
-0.202986000000237,100189.727,-0.277994000000035,54.1300011
-0.202986000000237,100189.727,-0.277994000000035,54.1300011
-0.171814000000268,100194.008,-0.18799399999989,54.1199989
-0.157982000000629,100191.898,-0.18799399999989,54.1199989
-0.142982000000302,100188.469,-0.18799399999989,54.1199989
-0.127981999999975,100188.719,-0.18799399999989,54.1199989
-0.112946000000193,100189.789,-0.18799399999989,54.1199989
-0.112946000000193,100189.789,-0.18799399999989,54.1199989
-0.0829740000008314,100195.844,-0.0979939999997441,54.1300011
-0.0679820000004838,100194.852,-0.0979939999997441,54.1300011
-0.0518420000007609,100186.258,-0.0979939999997441,54.1300011
-0.037981999999829,100202.539,-0.0979939999997441,54.1300011
-0.0229820000004111,100189.234,-0.0979939999997441,54.1300011
-0.0229820000004111,100189.234,-0.0979939999997441,54.1300011
0.00704599999971833,100185.758,-0.0079939999995986,54.1199989
0.0220179999996617,100185.797,-0.0079939999995986,54.1199989
0.0370179999990796,100191.789,-0.0079939999995986,54.1199989
0.0520180000003165,100182.906,-0.0079939999995986,54.1199989
0.0681219999996756,100186.008,-0.0079939999995986,54.1199989
0.0681219999996756,100186.008,-0.0079939999995986,54.1199989
0.0970180000003893,100184.898,0.0820100000000821,54.1300011
0.112017999999807,100182,0.0820100000000821,54.1300011
0.127045999999609,100176.586,0.0820100000000821,54.1300011
0.142017999999553,100180.891,0.0820100000000821,54.1300011
0.15701799999988,100181.922,0.0820100000000821,54.1300011
0.15701799999988,100181.922,0.0820100000000821,54.1300011
0.188121999999566,100175.531,0.172010000000228,54.1300011
0.202025999999933,100170.195,0.172010000000228,54.1300011
0.217017999999371,100168.5,0.172010000000228,54.1300011
0.232025999999678,100168.008,0.172010000000228,54.1300011
0.248021999999764,100161.555,0.172010000000228,54.1300011
0.248021999999764,100161.555,0.172010000000228,54.1300011
0.277017999999771,100150.914,0.262010000000373,54.1300011
0.292018000000098,100149.547,0.262010000000373,54.1300011
0.308117999999922,100139.961,0.262010000000373,54.1300011
0.322017999999844,100135.539,0.262010000000373,54.1300011
0.33707399999912,100135.703,0.262010000000373,54.1300011
0.33707399999912,100135.703,0.262010000000373,54.1300011
0.367049999999836,100122.289,0.352009999999609,54.1300011
0.382018000000244,100116.5,0.352009999999609,54.1300011
0.397017999999662,100114.102,0.352009999999609,54.1300011
0.41201799999908,100105.219,0.352009999999609,54.1300011
0.42822999999953,100095.375,0.352009999999609,54.1300011
0.42822999999953,100095.375,0.352009999999609,54.1300011
