timestamp,deltaP,airspeed
536.008114,-713.092102,34.3430367
536.027233999999,-713.092102,34.3427505
536.044105999999,-703.412415,34.1088142
536.080274,-703.412415,34.1081009
536.09811,-713.092102,34.3431969
536.13501,-684.068665,33.6369553
536.152106,-684.068665,33.6363716
536.170302,-693.748352,33.8736
536.207026,-684.068665,33.6364326
536.224106,-684.068665,33.6361542
536.24301,-693.748352,33.8742561
536.27901,-703.412415,34.1094666
536.296109999999,-684.068665,33.635994
536.316145999999,-713.092102,34.342514
536.332194,-722.756165,34.57444
536.368109999999,-713.092102,34.342701
536.387026,-703.412415,34.1092224
536.404106,-703.412415,34.1092453
536.440274,-684.068665,33.6365585
536.45811,-693.748352,33.8737946
536.495654,-693.748352,33.8736954
536.51211,-693.748352,33.8743668
536.530306,-693.748352,33.8731804
536.566986,-703.412415,34.1088219
536.58411,-693.748352,33.8742104
536.60301,-693.748352,33.8734894
536.63811,-703.412415,34.1088142
536.656118,-713.092102,34.3429985
536.675014,-693.748352,33.8737946
536.69211,-713.092102,34.3428001
536.728114,-703.412415,34.1085625
536.747025999999,-693.748352,33.8741798
536.76411,-684.068665,33.63731
536.800273999999,-703.412415,34.108902
536.81811,-703.412415,34.1083946
536.855658,-693.748352,33.8736763
536.87211,-674.404602,33.3981972
536.890305999999,-684.068665,33.6364479
536.926986,-693.748352,33.8730164
536.944114,-713.092102,34.3427124
536.963014,-703.412415,34.1083221
536.999057999999,-713.092102,34.3423424
537.016114,-703.412415,34.1094322
537.035018,-693.748352,33.8738289
537.05211,-713.092102,34.3428307
537.088114,-703.412415,34.1092186
537.107026,-693.748352,33.87397
537.142978,-693.748352,33.8736115
537.160277999999,-684.068665,33.6368065
537.178114,-693.748352,33.8740311
537.215673999999,-693.748352,33.8749847
537.232198,-684.068665,33.6370277
537.251045999999,-693.748352,33.8732681
537.287154,-703.412415,34.1094208
537.304114,-703.412415,34.1079483
537.32329,-684.068665,33.6367874
537.359017999999,-722.756165,34.5751572
537.376114,-693.748352,33.8738213
537.395673999999,-684.068665,33.6371994
537.412114,-684.068665,33.6371994
537.448114,-693.748352,33.8743629
537.467017999999,-693.748352,33.8744926
537.484114,-693.748352,33.8739853
537.520278,-684.068665,33.6362152
537.538118,-693.748352,33.8744125
537.575782,-703.412415,34.108757
537.592113999999,-703.412415,34.1091995
537.61031,-713.092102,34.3422699
537.647021999999,-703.412415,34.1094704
537.664118,-703.412415,34.1084442
537.683018,-693.748352,33.8734131
537.719018,-693.748352,33.8742561
537.736118,-693.748352,33.8735352
537.755674,-684.068665,33.6365662
537.772113999999,-684.068665,33.6365662
537.808118,-693.748352,33.8733978
537.826982,-713.092102,34.3436165
537.844117999999,-703.412415,34.1087875
537.880282,-684.068665,33.6371422
537.898126,-713.092102,34.3423653
537.935034,-703.412415,34.1091232
537.952117999999,-703.412415,34.1086121
537.97031,-693.748352,33.8744621
538.006982,-693.748352,33.8738174
538.024117999999,-693.748352,33.8738594
538.043022,-684.068665,33.6366997
538.079022,-703.412415,34.1091194
538.096117999999,-703.412415,34.1089058
538.115678,-684.068665,33.6365662
538.132202,-693.748352,33.8737144
538.168118,-693.748352,33.8733482
538.187022,-684.068665,33.637043
538.204118,-703.412415,34.1092949
538.240309999999,-713.092102,34.3422813
538.258121999999,-703.412415,34.1098061
538.295682,-693.748352,33.8740959
538.312118,-713.092102,34.3429985
538.330314,-703.412415,34.1084328
