Time (ms);Barometer (Pa);Lon (° dec);Lat (° dec);Alt (m ASL)
1664401;164640;-8.2891674;39.3901634;169
1666801;164670;-8.2891674;39.3901634;169
1669201;164710;-8.2891665;39.3901596;169
1674002;164780;-8.2891665;39.3901558;169
1681201;164840;-8.2891674;39.3901558;169
1683601;164860;-8.2891693;39.3901558;168
1686002;164890;-8.2891703;39.3901596;168
1690801;164960;-8.2891703;39.3901596;169
1693201;164980;-8.2891703;39.3901634;0
1695601;164970;-8.2891693;39.3901634;169
1698002;164990;-8.2891693;39.3901634;169
1700401;165030;-8.2891693;39.3901634;169
1702801;165050;-8.2891674;39.3901596;169
1705201;165060;-8.2891665;39.3901596;169
1708801;165100;-8.2891636;39.3901596;169
1711201;165100;-8.2891626;39.3901596;169
1713601;165150;-8.2891617;39.3901558;168
1716002;165140;-8.2891607;39.3901558;168
1718401;165150;-8.2891598;39.3901558;168
1720801;165210;-8.2891588;39.3901596;168
1723201;165220;-8.2891579;39.3901558;168
1725601;165240;-8.2891579;39.3901558;168
1728002;165260;-8.2891579;39.3901558;168
1730401;165280;-8.2891588;39.3901558;168
1732801;165310;-8.2891598;39.3901558;168
1735201;165320;-8.2891598;39.3901558;168
1737601;165340;-8.2891598;39.3901558;168
1740002;165380;-8.2891598;39.3901558;168
1742401;165390;-8.2891598;39.3901558;169
1746002;165440;-8.2891588;39.3901558;170
1748401;165450;-8.2891598;39.3901558;170
1750801;165460;-8.2891588;39.3901558;170
1753201;165490;-8.2891588;39.3901558;169
1756801;165500;-8.2891588;39.3901558;169
1759201;165560;-8.2891579;39.3901520;169
1761601;165560;-8.2891579;39.3901520;169
1764002;165570;-8.2891579;39.3901520;169
1766401;165600;-8.2891569;39.3901520;169
1768801;165620;-8.2891569;39.3901520;168
1771201;165640;-8.2891569;39.3901520;168
1773601;165660;-8.2891588;39.3901520;167
1776002;165710;-8.2891598;39.3901520;167
1778401;165710;-8.2891598;39.3901520;0
1780801;165740;-8.2891607;39.3901520;167
1785601;165760;-8.2891655;39.3901520;166
1789201;165770;-8.2891665;39.3901520;166
1791601;165800;-8.2891674;39.3901520;166
1796401;165830;-8.2891665;39.3901520;166
1803601;165890;-8.2891636;39.3901482;166
1806002;165900;-8.2891665;39.3901482;165
1808401;165920;-8.2891693;39.3901482;165
1810801;165960;-8.2891703;39.3901482;165
1813201;165980;-8.2891712;39.3901443;165
1815601;165990;-8.2891693;39.3901443;165
1818002;166010;-8.2891693;39.3901405;166
1820401;166040;-8.2891684;39.3901405;166
1822801;166050;-8.2891674;39.3901405;167
1826401;166060;-8.2891636;39.3901405;167
1828801;166100;-8.2891636;39.3901405;167
1833601;166120;-8.2891607;39.3901405;167
1836002;166150;-8.2891598;39.3901443;167
1838401;166170;-8.2891588;39.3901443;167
1840801;166160;-8.2891579;39.3901443;167
1843201;166200;-8.2891579;39.3901443;167
1845601;166210;-8.2891588;39.3901482;167
1848002;166250;-8.2891598;39.3901482;167
1850401;166270;-8.2891598;39.3901482;0
1852801;166260;-8.2891598;39.3901482;167
1855201;166300;-8.2891598;39.3901482;167
1857601;166320;-8.2891617;39.3901482;167
1860002;166340;-8.2891636;39.3901520;167
1862401;166360;-8.2891665;39.3901520;167
1864801;166380;-8.2891693;39.3901558;167
1867201;166390;-8.2891712;39.3901558;167
1869601;166400;-8.2891731;39.3901596;167
1872002;166430;-8.2891741;39.3901596;167
1874401;166460;-8.2891750;39.3901596;167
1876801;166450;-8.2891750;39.3901634;166
1879201;166490;-8.2891750;39.3901634;167
1881601;166500;-8.2891731;39.3901634;167
1884002;166520;-8.2891722;39.3901596;167
1886401;166560;-8.2891722;39.3901634;0
1888801;166560;-8.2891741;39.3901634;167
1891201;166580;-8.2891750;39.3901634;167
1893601;166600;-8.2891760;39.3901672;166
1896002;166610;-8.2891788;39.3901711;166
1898401;166650;-8.2891808;39.3901749;166
1900801;166680;-8.2891817;39.3901787;166
1903201;166690;-8.2891855;39.3901825;166
1905601;166710;-8.2891855;39.3901863;166
1908002;166710;-8.2891855;39.3901863;166
1910401;166760;-8.2891865;39.3901901;166
1912801;166770;-8.2891884;39.3901901;167
1916401;166810;-8.2891903;39.3901939;167
1918801;166810;-8.2891912;39.3901939;168
1922401;166860;-8.2891951;39.3902016;0
1924801;166890;-8.2891960;39.3902054;169
1927201;166900;-8.2891951;39.3902092;169
1929601;166910;-8.2891960;39.3902092;169
1932002;166910;-8.2891960;39.3902092;169
1934401;166940;-8.2891951;39.3902054;169
1936801;166970;-8.2891922;39.3902016;169
1939201;166990;-8.2891903;39.3902016;169
1941601;167010;-8.2891884;39.3902016;169
1948801;167070;-8.2891846;39.3901939;169
1951201;167070;-8.2891836;39.3901901;169
1953601;167100;-8.2891827;39.3901901;169
1956002;167140;-8.2891817;39.3901901;170
1958401;167140;-8.2891817;39.3901939;171
1966801;167220;-8.2891779;39.3902016;172
1969201;167230;-8.2891798;39.3902016;172
1971601;167240;-8.2891808;39.3902016;172
1974002;167250;-8.2891808;39.3902016;172
1976401;167280;-8.2891817;39.3902016;172
1978801;167300;-8.2891827;39.3902016;172
1981201;167330;-8.2891846;39.3902016;171
1983601;167340;-8.2891846;39.3902016;171
1986002;167360;-8.2891846;39.3902016;171
1998002;167450;-8.2891874;39.3901939;169
2000401;167460;-8.2891874;39.3901901;169
2002801;167480;-8.2891874;39.3901939;169
2005201;167500;-8.2891874;39.3901939;170
2007601;167500;-8.2891884;39.3901939;170
2010002;167520;-8.2891865;39.3901939;170
2012401;167550;-8.2891836;39.3901901;170
2016002;167560;-8.2891836;39.3901901;170
2018401;167550;-8.2891817;39.3901901;170
2020801;167590;-8.2891808;39.3901863;169
2023201;167590;-8.2891779;39.3901825;169
2025601;167600;-8.2891750;39.3901787;168
2028002;167630;-8.2891731;39.3901711;168
2030401;167660;-8.2891693;39.3901672;168
2032801;167700;-8.2891645;39.3901672;168
2035201;167700;-8.2891607;39.3901596;168
2037601;167710;-8.2891598;39.3901596;168
2040002;167730;-8.2891569;39.3901558;168
2042401;167770;-8.2891560;39.3901558;168
2044801;167780;-8.2891550;39.3901558;168
2047201;167790;-8.2891531;39.3901558;0
2049601;167800;-8.2891521;39.3901558;168
2052002;167840;-8.2891512;39.3901558;167
2054401;167850;-8.2891502;39.3901596;167
2056801;167880;-8.2891512;39.3901558;167
2059201;167910;-8.2891531;39.3901558;167
2061601;167920;-8.2891531;39.3901558;167
2095201;167930;-8.2891665;39.3901520;169
2097601;167930;-8.2891655;39.3901482;169
2100002;167920;-8.2891665;39.3901482;169
2102401;167920;-8.2891665;39.3901482;169
2104801;167920;-8.2891655;39.3901482;169
2107201;167910;-8.2891636;39.3901482;169
2109601;167910;-8.2891626;39.3901482;169
2112002;167910;-8.2891598;39.3901482;169
2114401;167930;-8.2891588;39.3901482;170
2142002;167910;-8.2891665;39.3901520;171
2144401;167900;-8.2891665;39.3901482;171
2146801;167880;-8.2891665;39.3901482;171
2149201;167910;-8.2891665;39.3901482;171
2151601;167900;-8.2891674;39.3901482;171
2154002;167920;-8.2891693;39.3901482;0
2157601;167930;-8.2891703;39.3901482;170
2161201;167930;-8.2891712;39.3901520;170
2178002;167930;-8.2891941;39.3901596;173
2180401;167910;-8.2891951;39.3901634;173
2193601;167910;-8.2891903;39.3901672;174
2196002;167920;-8.2891874;39.3901711;174
2198401;167920;-8.2891855;39.3901711;174
2200801;167880;-8.2891846;39.3901711;174
2203201;167870;-8.2891846;39.3901711;173
2208002;167890;-8.2891836;39.3901711;173
2210401;167910;-8.2891827;39.3901749;173
2212801;167910;-8.2891808;39.3901749;172
2246401;167930;-8.2891693;39.3901787;173
2251201;167920;-8.2891684;39.3901787;173
2253601;167910;-8.2891674;39.3901787;173
2256002;167920;-8.2891684;39.3901787;173
2258401;167930;-8.2891665;39.3901787;173
2294401;167920;-8.2891598;39.3901901;172
2301601;167920;-8.2891598;39.3901863;173
2305201;167930;-8.2891607;39.3901825;174
2310002;167930;-8.2891626;39.3901787;174
2312401;167930;-8.2891626;39.3901749;174
2359201;167930;-8.2891665;39.3901672;170
2361601;167930;-8.2891645;39.3901672;170
2364002;167930;-8.2891645;39.3901672;170
2390401;119690;0.9833333;50.9833336;0
2396401;83250;-8.2831564;39.3918304;0
2402401;59950;-8.2815533;39.3923035;7877
2404801;55740;-8.2810583;39.3923340;8329
2409601;48830;-8.2799263;39.3923912;9201
2412002;46170;-8.2794886;39.3924065;9458
2414401;44620;-8.2789173;39.3924255;9758
2416801;43480;-8.2785511;39.3924370;9905
2419201;42690;-8.2781792;39.3924370;10009
2421601;42350;-8.2776394;39.3924255;10090
2424002;42370;-8.2772961;39.3924103;10097
2426401;42760;-8.2767849;39.3923798;10036
2428801;43230;-8.2765293;39.3922997;9962
2431201;43850;-8.2763386;39.3920937;9891
2443201;46680;-8.2764482;39.3902092;9466
2445601;47390;-8.2766228;39.3898087;9363
2448002;47780;-8.2766838;39.3895454;9300
2450401;48290;-8.2767830;39.3891258;0
2452801;48770;-8.2768688;39.3888931;9134
2455201;49410;-8.2769508;39.3887100;9070
2457601;49980;-8.2770853;39.3883820;8975
2460002;50630;-8.2771931;39.3881340;8910
2462401;51060;-8.2773924;39.3877869;8810
2464801;51650;-8.2774887;39.3875923;8748
2467201;52330;-8.2775755;39.3874016;8683
2469601;53020;-8.2777729;39.3871078;8588
2472002;53520;-8.2778912;39.3869476;8528
2474401;53840;-8.2780046;39.3866806;8430
2476801;54550;-8.2780333;39.3864784;8365
2480401;55280;-8.2782841;39.3860970;8241
2482801;55940;-8.2784519;39.3859100;8174
2485201;56560;-8.2785854;39.3856697;8113
2490002;57420;-8.2788181;39.3850746;7959
2492401;57990;-8.2790499;39.3846207;7868
2494801;58100;-8.2792091;39.3843307;7809
2497201;58960;-8.2792978;39.3840675;7746
2499601;59200;-8.2795172;39.3836441;7661
2502002;59910;-8.2796488;39.3833580;7601
2504401;60330;-8.2798252;39.3829880;7512
2506801;60990;-8.2799854;39.3827477;7454
2509201;61530;-8.2801094;39.3824844;0
2511601;62000;-8.2802811;39.3821831;7307
2514002;62450;-8.2803936;39.3820381;7246
2516401;62910;-8.2805529;39.3817673;7158
2518801;63380;-8.2806292;39.3815308;7098
2521201;63850;-8.2808285;39.3811874;0
2523601;64550;-8.2809048;39.3809624;6953
2526002;65170;-8.2810030;39.3807640;6895
2528401;65330;-8.2810822;39.3804512;6811
2530801;65960;-8.2811680;39.3802528;6749
2533201;66620;-8.2812853;39.3798637;6659
2535601;66780;-8.2813549;39.3796577;6603
2538002;67520;-8.2814436;39.3794403;6545
2540401;68250;-8.2815514;39.3791885;6461
2542801;68550;-8.2816095;39.3789520;6404
2545201;69110;-8.2817020;39.3786278;6319
2547601;69470;-8.2817736;39.3784485;6260
2551201;70370;-8.2819195;39.3780785;6142
2553601;71030;-8.2819929;39.3778305;6087
2556002;71600;-8.2820673;39.3776093;6035
2558401;72150;-8.2821217;39.3772469;5953
2562001;72750;-8.2821455;39.3769417;5870
2564401;73490;-8.2822609;39.3765755;5785
2566801;74010;-8.2823105;39.3763466;5726
2569201;74680;-8.2824697;39.3759956;5641
2571601;75270;-8.2825470;39.3757820;5587
2574002;75480;-8.2825994;39.3755302;5536
2576401;76120;-8.2826385;39.3751335;5459
2578801;76690;-8.2826729;39.3748894;5406
2581201;77160;-8.2827101;39.3745308;5324
2583601;77530;-8.2827787;39.3743134;5269
2586002;78060;-8.2827921;39.3741074;5216
2588401;78620;-8.2828379;39.3738556;5136
2592002;79400;-8.2828951;39.3736115;5054
2594401;79930;-8.2829876;39.3733559;4974
2596801;80220;-8.2830496;39.3731766;4919
2599201;80780;-8.2831354;39.3729134;4842
2601601;81530;-8.2831755;39.3727570;4791
2604002;81940;-8.2832518;39.3725510;4737
2606401;82450;-8.2833109;39.3722954;4660
2608801;82750;-8.2834139;39.3721046;4608
2611201;83230;-8.2835369;39.3718567;4532
2613601;83650;-8.2836008;39.3716850;4481
2616002;84450;-8.2836390;39.3715439;4429
2618401;84580;-8.2837276;39.3713570;4356
2620801;85010;-8.2837715;39.3712387;0
2623201;85780;-8.2838354;39.3710289;4230
2625601;86350;-8.2838669;39.3709259;4183
2628002;87170;-8.2839537;39.3708076;4131
2630401;87500;-8.2839594;39.3705711;4054
2632801;88150;-8.2839985;39.3703957;4000
2635201;88300;-8.2841358;39.3701439;0
2637601;89250;-8.2842216;39.3699989;3872
2640002;89850;-8.2843103;39.3698196;3823
2642401;90260;-8.2843733;39.3696060;3748
2647201;91030;-8.2844458;39.3692513;3619
2649601;91540;-8.2845116;39.3691063;3571
2652002;92240;-8.2845592;39.3689461;3522
2654401;92850;-8.2845631;39.3687172;3450
2656801;93350;-8.2846222;39.3685799;3400
2659201;93810;-8.2846241;39.3684006;3325
2661601;94500;-8.2846174;39.3682671;3279
2664002;95290;-8.2846756;39.3681297;3232
2666401;95890;-8.2846966;39.3679466;3163
2668801;96450;-8.2847481;39.3678207;3117
2671201;97230;-8.2849274;39.3676643;3043
2673601;97580;-8.2850246;39.3675079;2999
2680801;99180;-8.2854385;39.3670464;2827
2683201;99770;-8.2856560;39.3668785;2755
2685601;100180;-8.2857742;39.3667221;2709
2688002;100980;-8.2859344;39.3665810;2642
2690401;101420;-8.2860451;39.3664780;2595
2692801;102080;-8.2861004;39.3664131;2547
2695201;101610;-8.2862167;39.3662338;2475
2700002;102840;-8.2863693;39.3660431;2361
2704801;104140;-8.2863855;39.3658943;2270
2707201;104750;-8.2863569;39.3658295;2201
2709601;105030;-8.2864008;39.3657913;2155
2712002;105850;-8.2865458;39.3657532;2088
2714401;106390;-8.2866011;39.3657036;2045
2716801;107110;-8.2866726;39.3656731;2005
2719201;107870;-8.2867432;39.3655586;1937
2721601;108290;-8.2867966;39.3655205;1892
2724002;108900;-8.2868032;39.3654671;1825
2726401;108880;-8.2868147;39.3654518;1784
2728801;109450;-8.2868271;39.3654137;1742
2731201;110420;-8.2868204;39.3653908;1675
2733601;110820;-8.2868319;39.3653679;1632
2739601;112370;-8.2867899;39.3652458;1499
2742002;113070;-8.2868233;39.3652039;1434
2744401;113720;-8.2868519;39.3652039;1391
2746801;114170;-8.2868471;39.3652115;1347
2749201;114850;-8.2868052;39.3651810;1286
2751601;115490;-8.2867699;39.3651619;1242
2754002;116290;-8.2866087;39.3650208;0
2756401;116980;-8.2865419;39.3649292;1130
2758801;117600;-8.2865353;39.3649139;1085
2761201;118350;-8.2865124;39.3649254;1020
2763601;119020;-8.2864542;39.3649368;974
2766002;119970;-8.2863407;39.3648720;906
2768401;120340;-8.2862968;39.3648376;865
2772002;121430;-8.2861567;39.3647766;772
2774401;122370;-8.2861214;39.3647690;727
2776801;122920;-8.2860804;39.3647385;685
2779201;123550;-8.2860231;39.3647194;0
2781601;123960;-8.2859526;39.3646736;580
2784002;124640;-8.2858248;39.3646202;528
2786401;124920;-8.2858248;39.3645782;517
2788801;125410;-8.2858143;39.3644829;505
2791201;125590;-8.2857676;39.3643074;489
2793601;125970;-8.2857180;39.3641891;478
2796002;126210;-8.2856236;39.3639908;0
2798401;126280;-8.2855186;39.3639030;451
2800801;126510;-8.2854404;39.3639374;437
2808002;127230;-8.2851505;39.3640480;393
2810401;127550;-8.2851219;39.3640594;380
2812801;127790;-8.2851353;39.3640442;367
2815201;128110;-8.2851057;39.3640480;347
2817601;128300;-8.2850780;39.3640442;0
2820002;128570;-8.2851114;39.3638763;313
2822401;128820;-8.2850790;39.3637238;0
2824801;129080;-8.2849751;39.3635941;284
2827201;129410;-8.2848129;39.3635178;263
2829601;129620;-8.2847424;39.3635178;248
2832002;129850;-8.2846699;39.3635445;227
2834401;130050;-8.2846527;39.3635597;213
2836801;130440;-8.2847137;39.3635292;198
2839201;130670;-8.2848454;39.3634071;182
2841601;130610;-8.2848425;39.3633995;181
2844002;130580;-8.2848396;39.3633995;181
2846401;130630;-8.2848387;39.3633995;181
2848801;130670;-8.2848377;39.3633995;181
2851201;130710;-8.2848358;39.3634033;180
2853601;130740;-8.2848349;39.3634033;180
2856002;130780;-8.2848339;39.3634071;180
2858401;130830;-8.2848330;39.3634071;180
2860801;130870;-8.2848291;39.3634109;0
2863201;130900;-8.2848282;39.3634109;179
2865601;130940;-8.2848272;39.3634148;179
2868002;130980;-8.2848253;39.3634148;179
2870401;131030;-8.2848244;39.3634148;180
2872801;131050;-8.2848225;39.3634148;180
2876401;131160;-8.2848225;39.3634109;180
2886002;131320;-8.2848215;39.3634186;181
2893201;131460;-8.2848186;39.3634186;181
2898002;131550;-8.2848167;39.3634186;180
2900401;131610;-8.2848148;39.3634186;180
2902801;131670;-8.2848120;39.3634186;0
2905201;131730;-8.2848091;39.3634186;180
2908801;131750;-8.2848034;39.3634148;180
2911201;131790;-8.2848024;39.3634186;180
2913601;131870;-8.2848005;39.3634148;180
2916002;131910;-8.2848005;39.3634186;180
2925601;132100;-8.2848024;39.3634224;179
2930401;132180;-8.2848034;39.3634224;179
2950801;132550;-8.2848091;39.3634262;179
2965201;132790;-8.2848167;39.3634262;180
2968801;132900;-8.2848196;39.3634262;179
2971201;132940;-8.2848206;39.3634300;179
2973601;132930;-8.2848206;39.3634262;180
2980801;133090;-8.2848234;39.3634262;180
3079201;134930;-8.2848387;39.3633842;178
3081601;134980;-8.2848377;39.3633842;178
3084002;135030;-8.2848377;39.3633804;178
3086401;135060;-8.2848368;39.3633804;178
3088801;135120;-8.2848349;39.3633804;178
3091201;135160;-8.2848339;39.3633804;178
3096002;135260;-8.2848320;39.3633766;178
3098401;135320;-8.2848320;39.3633766;178
3189601;137400;-8.2848215;39.3633804;179
3736801;154040;-8.2848406;39.3633842;176
3744002;154260;-8.2848396;39.3633842;176
3746401;154350;-8.2848396;39.3633804;176
3748801;154420;-8.2848387;39.3633804;176
3751201;154500;-8.2848377;39.3633804;176
3753601;154580;-8.2848377;39.3633804;176
3756002;154650;-8.2848377;39.3633804;176
4106401;166170;-8.2848263;39.3633995;178
4342801;172530;-8.2848310;39.3633881;176
4347601;172630;-8.2848301;39.3633881;177
