time,msl_altitude,agl_altitude,verticalSpeed,x0,x1,x2
42.9021999999995,2545.81421,2478.86841,-31.2017956,74253.375,291.424255,5.86380148
42.9221959999995,2544.82861,2477.88281,-31.5148544,74262.5859,294.377777,6.66923428
42.9421799999991,2544.03857,2477.09277,-31.6611443,74269.9766,295.768097,7.02617502
42.9621839999991,2543.0979,2476.1521,-31.9298706,74278.75,298.306976,7.70725346
42.98218,2542.38696,2475.44116,-32.0043373,74285.3906,299.024323,7.86719084
43.0021879999995,2541.3064,2474.3606,-32.3875923,74295.5,302.63855,8.84887028
43.0221839999995,2540.19116,2473.24536,-32.7932281,74305.9062,306.463623,9.8848505
43.042183999999,2538.93872,2471.99292,-33.3099251,74317.6094,311.332062,11.2112389
43.0621799999999,2537.67847,2470.73267,-33.828743,74329.3984,316.221802,12.5361443
43.0821879999994,2536.23828,2469.29248,-34.4914017,74342.875,322.463501,14.2374496
43.1021839999994,2534.85107,2467.90527,-35.0995712,74355.8281,328.195618,15.7843781
43.1221879999994,2533.47437,2466.52856,-35.6942863,74368.7109,333.803314,17.287199
43.1421839999994,2532.32764,2465.38184,-36.0904846,74379.4453,337.547852,18.2523842
43.1621799999994,2531.2998,2464.354,-36.3804665,74389.0469,340.295593,18.9290142
43.1821799999989,2530.354,2463.4082,-36.6006203,74397.9062,342.387909,19.4156837
43.2021799999993,2529.68799,2462.74219,-36.5837708,74404.1328,342.253479,19.2672367
43.2221839999993,2529.30762,2462.36182,-36.328968,74407.6953,339.882843,18.4845982
43.2421879999993,2529.19385,2462.24805,-35.8520889,74408.7422,335.425171,17.1137314
43.2621879999997,2529.08032,2462.13452,-35.3817787,74409.8047,331.028839,15.7680693
43.2821839999988,2529.18335,2462.23755,-34.7360954,74408.8438,324.984497,13.9620533
43.3021839999992,2529.30225,2462.35645,-34.0851936,74407.7422,318.890961,12.1523314
43.3221839999997,2529.43701,2462.49121,-33.4253807,74406.4688,312.713593,10.3290796
43.3421919999992,2529.57959,2462.63379,-32.768364,74405.1406,306.562408,8.52361965
43.3621959999991,2529.63257,2462.68677,-32.1913834,74404.6328,301.162842,6.94185019
43.3821839999991,2529.48462,2462.53882,-31.7903366,74406.0234,297.415375,5.83822536
43.4021839999996,2529.23877,2462.29297,-31.4740314,74408.3203,294.463562,4.96681595
43.4221839999991,2528.96655,2462.02075,-31.1841888,74410.8672,291.759918,4.17083454
43.4421919999995,2528.44604,2461.50024,-31.1054478,74415.7422,291.038666,3.94232583
43.4621839999991,2528.0127,2461.06689,-30.9535542,74419.7891,289.630219,3.51996469
43.482187999999,2527.71948,2460.77368,-30.6875172,74422.5469,287.149567,2.79551983
43.5021839999999,2527.27026,2460.32446,-30.5546989,74426.7578,285.91983,2.43042469
43.5221839999995,2526.97705,2460.03125,-30.2918797,74429.4922,283.468933,1.72062063
43.542183999999,2526.40625,2459.46045,-30.263195,74434.8203,283.216858,1.63926184
43.5621919999994,2525.72974,2458.78394,-30.3253403,74441.1641,283.818054,1.80068207
43.5821879999994,2524.99536,2458.04956,-30.4346409,74448.0469,284.862366,2.08701301
43.6021839999994,2524.18677,2457.24097,-30.6039295,74455.6094,286.470398,2.53179884
43.6221839999989,2523.61328,2456.66748,-30.5747185,74460.9688,286.213654,2.44450951
43.6421839999994,2522.80225,2455.85645,-30.7455502,74468.5703,287.836639,2.89151931
43.6621879999993,2522.00684,2455.06104,-30.8998737,74476.0078,289.304779,3.29201198
43.6821919999993,2521.15332,2454.20752,-31.1022987,74484.0078,291.225342,3.81871247
43.7021879999993,2520.33154,2453.38574,-31.275322,74491.7031,292.869965,4.2640543
43.7221879999988,2519.67358,2452.72778,-31.3081951,74497.8516,293.197357,4.33281088
43.7421879999993,2519.04468,2452.09888,-31.3189907,74503.7578,293.317322,4.34226274
43.7621919999992,2518.52148,2451.57568,-31.2383938,74508.6406,292.577972,4.10763836
43.7821919999997,2518.28125,2451.33545,-30.9251099,74510.9062,289.65094,3.25309348
43.8021879999988,2518.11206,2451.16626,-30.5534706,74512.4766,286.174927,2.24750686
43.8221879999992,2518.4397,2451.4939,-29.7715721,74509.4062,278.842102,0.152380258
43.8421879999996,2518.78052,2451.83472,-28.9884644,74506.2188,271.498047,-1.9340359
43.8621879999992,2519.14771,2452.2019,-28.1924171,74502.7891,264.032654,-4.04306221
43.8821919999991,2519.10278,2452.15698,-27.749527,74503.2188,259.886017,-5.19765186
43.902196,2519.01562,2452.06982,-27.3448257,74504.0234,256.098083,-6.24382544
43.9225039999992,2519.41479,2452.46899,-26.5398617,74500.2891,248.549088,-8.35210991
43.942188,2519.76074,2452.81494,-25.7869148,74497.0391,241.489151,-10.3095379
43.962192,2519.86133,2452.91553,-25.2495327,74496.1094,236.454285,-11.6807756
43.982187999999,2519.26929,2452.32349,-25.2947788,74501.6406,236.892212,-11.4900742
44.0021879999995,2518.27588,2451.33008,-25.6764126,74510.9375,240.490631,-10.4029436
44.0221919999994,2517.67334,2450.72754,-25.7279415,74516.5859,240.988052,-10.2026043
44.0421919999999,2517.12378,2450.17798,-25.7350254,74521.7422,241.067886,-10.1219864
44.062187999999,2517.05518,2450.10938,-25.3393898,74522.3828,237.363525,-11.1164532
44.0821879999994,2516.72485,2449.77905,-25.1686401,74525.4922,235.772003,-11.50527
44.1021879999998,2516.42896,2449.48315,-24.9689522,74528.2578,233.908417,-11.9691448
44.1222039999993,2516.15137,2449.20557,-24.7574635,74530.8594,231.933746,-12.4619303
44.1421919999993,2516.125,2449.1792,-24.3370647,74531.0938,227.995941,-13.5094013
44.1621999999998,2515.8291,2448.8833,-24.1476269,74533.8594,226.228012,-13.9347277
44.1821919999993,2515.2688,2448.323,-24.1818371,74539.1094,226.561462,-13.760891
44.2021879999993,2515.16846,2448.22266,-23.8312435,74540.0547,223.279007,-14.6148796
44.2221999999992,2514.69287,2447.74707,-23.7981987,74544.5078,222.980179,-14.6167326
44.2421959999992,2514.53955,2447.59375,-23.4984646,74545.9609,220.175293,-15.3302431
44.2621879999997,2514.25684,2447.31104,-23.3089828,74548.6172,218.406174,-15.7455616
44.2821879999992,2513.92139,2446.97559,-23.1648846,74551.7578,217.0634,-16.0374527
44.3021879999988,2513.052,2446.1062,-23.4690132,74559.8984,219.932617,-15.1315718
44.3221879999992,2512.62402,2445.67822,-23.4014359,74563.9141,219.308899,-15.2227526
44.3421919999992,2511.17603,2444.23022,-24.1856441,74577.4688,226.691559,-13.0397806
44.3621879999992,2509.98682,2443.04102,-24.7460327,74588.6094,231.972092,-11.4661655
44.3821959999996,2508.96948,2442.02368,-25.1578369,74598.1562,235.856842,-10.2978611
44.4021919999986,2508.58911,2441.64331,-25.032011,74601.7266,234.686325,-10.5717754
44.4221879999996,2507.54272,2440.59692,-25.4651871,74611.5469,238.772995,-9.35120869
44.4421999999995,2506.50684,2439.56104,-25.8833694,74621.25,242.71962,-8.17734432
44.4622039999995,2505.43945,2438.49365,-26.3241329,74631.2578,246.879639,-6.94955015
44.4821999999995,2504.56226,2437.61646,-26.6011467,74639.4844,249.499893,-6.16598558
44.502191999999,2503.45508,2436.50928,-27.0676937,74649.875,253.904388,-4.8801837
44.5221919999994,2502.27393,2435.32812,-27.590374,74660.9531,258.838409,-3.4513092
44.5421919999999,2501.21167,2434.26587,-28.0082226,74670.9219,262.786865,-2.31043363
44.5621919999994,2499.97241,2433.02661,-28.5684643,74682.5469,268.077087,-0.795011222
44.5821919999989,2498.45312,2431.50732,-29.3582687,74696.8125,275.530975,1.3262465
44.6021879999998,2496.92334,2429.97754,-30.1464138,74711.1641,282.971832,3.43175149
44.6221919999998,2495.31152,2428.36572,-30.9934635,74726.2812,290.970367,5.68366528
44.6421919999993,2493.6731,2426.72729,-31.8549423,74741.6719,299.10791,7.96226597
44.6621919999989,2492.15112,2425.20532,-32.6076889,74755.9531,306.223358,9.93767071
